"Email","Art der Zuwendung","Eingangsdatum","Gesamtbetrag","Herkunft","Betragsstatus"
"zekl@tillackludolf.info","allgemeine Spende","2012-01-01","132,00","Fakedaten_2013-04-30","Completed"
"zekl@tillackludolf.info","allgemeine Spende","2010-03-06","18000,00","Fakedaten_2013-04-30","Completed"
"riedel@seitzstrmer.net","Anlassspende","2010-03-30","64900,00","Fakedaten_2013-04-30","Completed"
"bouschen@lobinger.name","allgemeine Spende","2013-04-04","130,00","Fakedaten_2013-04-30","Completed"
"bouschen@lobinger.name","allgemeine Spende","2009-08-21","184,00","Fakedaten_2013-04-30","Completed"
"bouschen@lobinger.name","allgemeine Spende","2012-08-04","114,00","Fakedaten_2013-04-30","Completed"
"bouschen@lobinger.name","allgemeine Spende","2008-10-07","162,00","Fakedaten_2013-04-30","Completed"
"bouschen@lobinger.name","allgemeine Spende","2012-08-03","170,00","Fakedaten_2013-04-30","Completed"
"bouschen@lobinger.name","allgemeine Spende","2011-07-25","142,00","Fakedaten_2013-04-30","Completed"
"bouschen@lobinger.name","allgemeine Spende","2013-03-31","184,00","Fakedaten_2013-04-30","Completed"
"bouschen@lobinger.name","allgemeine Spende","2010-10-05","50,00","Fakedaten_2013-04-30","Completed"
"bouschen@lobinger.name","allgemeine Spende","2012-11-07","80,00","Fakedaten_2013-04-30","Completed"
"bouschen@lobinger.name","allgemeine Spende","2013-03-18","20,00","Fakedaten_2013-04-30","Completed"
"bouschen@lobinger.name","allgemeine Spende","2009-09-01","128,00","Fakedaten_2013-04-30","Completed"
"bouschen@lobinger.name","allgemeine Spende","2011-01-29","172,00","Fakedaten_2013-04-30","Completed"
"bouschen@lobinger.name","allgemeine Spende","2012-09-24","192,00","Fakedaten_2013-04-30","Completed"
"bouschen@lobinger.name","allgemeine Spende","2009-05-06","4,00","Fakedaten_2013-04-30","Completed"
"bouschen@lobinger.name","allgemeine Spende","2009-07-17","166,00","Fakedaten_2013-04-30","Completed"
"bouschen@lobinger.name","allgemeine Spende","2012-10-30","168,00","Fakedaten_2013-04-30","Completed"
"bouschen@lobinger.name","allgemeine Spende","2010-01-16","68,00","Fakedaten_2013-04-30","Completed"
"bouschen@lobinger.name","allgemeine Spende","2012-09-11","74,00","Fakedaten_2013-04-30","Completed"
"bouschen@lobinger.name","allgemeine Spende","2010-05-29","158,00","Fakedaten_2013-04-30","Completed"
"bouschen@lobinger.name","allgemeine Spende","2010-04-16","106,00","Fakedaten_2013-04-30","Completed"
"bouschen@lobinger.name","allgemeine Spende","2009-02-12","186,00","Fakedaten_2013-04-30","Completed"
"bouschen@lobinger.name","allgemeine Spende","2013-03-09","120,00","Fakedaten_2013-04-30","Completed"
"bouschen@lobinger.name","Anlassspende","2013-01-24","34300,00","Fakedaten_2013-04-30","Completed"
"lokar@lser.name","allgemeine Spende","2011-11-27","144,00","Fakedaten_2013-04-30","Completed"
"lokar@lser.name","allgemeine Spende","2011-01-25","146,00","Fakedaten_2013-04-30","Completed"
"lokar@lser.name","allgemeine Spende","2013-02-24","192,00","Fakedaten_2013-04-30","Completed"
"lokar@lser.name","allgemeine Spende","2011-04-27","172,00","Fakedaten_2013-04-30","Completed"
"lokar@lser.name","allgemeine Spende","2012-07-05","26,00","Fakedaten_2013-04-30","Completed"
"lokar@lser.name","allgemeine Spende","2012-10-14","80,00","Fakedaten_2013-04-30","Completed"
"lokar@lser.name","allgemeine Spende","2011-03-18","88,00","Fakedaten_2013-04-30","Completed"
"lokar@lser.name","allgemeine Spende","2011-04-29","152,00","Fakedaten_2013-04-30","Completed"
"lokar@lser.name","allgemeine Spende","2012-08-31","170,00","Fakedaten_2013-04-30","Completed"
"hahn@schnberg.info","Anlassspende","2011-06-22","71800,00","Fakedaten_2013-04-30","Completed"
"schaefer@haack.info","Mitgliedsbeitrag","2013-04-01","50,00","Fakedaten_2013-04-30","Completed"
"schaefer@haack.info","Mitgliedsbeitrag","2013-03-01","50,00","Fakedaten_2013-04-30","Completed"
"schaefer@haack.info","Mitgliedsbeitrag","2013-02-01","50,00","Fakedaten_2013-04-30","Completed"
"schaefer@haack.info","Mitgliedsbeitrag","2012-12-31","50,00","Fakedaten_2013-04-30","Completed"
"schaefer@haack.info","Mitgliedsbeitrag","2012-12-01","50,00","Fakedaten_2013-04-30","Completed"
"schaefer@haack.info","Mitgliedsbeitrag","2012-10-31","50,00","Fakedaten_2013-04-30","Completed"
"schaefer@haack.info","Mitgliedsbeitrag","2012-10-02","50,00","Fakedaten_2013-04-30","Completed"
"schaefer@haack.info","Mitgliedsbeitrag","2012-09-02","50,00","Fakedaten_2013-04-30","Completed"
"schaefer@haack.info","Mitgliedsbeitrag","2012-08-02","50,00","Fakedaten_2013-04-30","Completed"
"schaefer@haack.info","Mitgliedsbeitrag","2012-07-02","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2013-04-01","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2013-03-01","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2013-02-01","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2012-12-31","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2012-12-01","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2012-11-01","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2012-10-02","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2012-09-01","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2012-08-02","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2012-07-01","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2012-06-02","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2012-04-30","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2012-03-31","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2012-03-01","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2012-02-01","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2012-01-02","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2011-12-01","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2011-11-01","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2011-10-02","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2011-09-02","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2011-07-31","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2011-06-30","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2011-05-31","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2011-04-30","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2011-04-02","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2011-03-01","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2011-01-31","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2011-01-01","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2010-12-01","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2010-10-31","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2010-09-30","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2010-08-31","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2010-08-01","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2010-07-01","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2010-06-01","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2010-05-01","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2010-03-31","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2010-02-28","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2010-02-01","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2010-01-02","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2009-12-01","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2009-11-01","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2009-09-30","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2009-09-01","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2009-08-02","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2009-06-30","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2009-06-01","50,00","Fakedaten_2013-04-30","Completed"
"keiner@strohschank.org","Mitgliedsbeitrag","2009-05-01","50,00","Fakedaten_2013-04-30","Completed"
"vontein@marten.name","allgemeine Spende","2012-04-19","172,00","Fakedaten_2013-04-30","Completed"
"vontein@marten.name","allgemeine Spende","2008-08-30","86,00","Fakedaten_2013-04-30","Completed"
"vontein@marten.name","allgemeine Spende","2011-07-16","92,00","Fakedaten_2013-04-30","Completed"
"vontein@marten.name","allgemeine Spende","2012-04-04","96,00","Fakedaten_2013-04-30","Completed"
"vontein@marten.name","allgemeine Spende","2009-02-14","6,00","Fakedaten_2013-04-30","Completed"
"vontein@marten.name","allgemeine Spende","2011-10-11","24,00","Fakedaten_2013-04-30","Completed"
"vontein@marten.name","allgemeine Spende","2010-01-18","140,00","Fakedaten_2013-04-30","Completed"
"vontein@marten.name","allgemeine Spende","2012-04-08","144,00","Fakedaten_2013-04-30","Completed"
"vontein@marten.name","allgemeine Spende","2010-02-02","14,00","Fakedaten_2013-04-30","Completed"
"vontein@marten.name","allgemeine Spende","2008-11-15","8,00","Fakedaten_2013-04-30","Completed"
"nherr.sch@seiderswoytkowska.org","allgemeine Spende","2011-12-06","46,00","Fakedaten_2013-04-30","Completed"
"nherr.sch@seiderswoytkowska.org","allgemeine Spende","2012-01-31","200,00","Fakedaten_2013-04-30","Completed"
"nherr.sch@seiderswoytkowska.org","allgemeine Spende","2012-04-08","144,00","Fakedaten_2013-04-30","Completed"
"nherr.sch@seiderswoytkowska.org","allgemeine Spende","2012-06-21","38,00","Fakedaten_2013-04-30","Completed"
"nherr.sch@seiderswoytkowska.org","allgemeine Spende","2012-09-11","124,00","Fakedaten_2013-04-30","Completed"
"nherr.sch@seiderswoytkowska.org","allgemeine Spende","2010-02-04","82,00","Fakedaten_2013-04-30","Completed"
"nherr.sch@seiderswoytkowska.org","allgemeine Spende","2011-12-11","122,00","Fakedaten_2013-04-30","Completed"
"nherr.sch@seiderswoytkowska.org","allgemeine Spende","2009-06-26","88,00","Fakedaten_2013-04-30","Completed"
"nherr.sch@seiderswoytkowska.org","allgemeine Spende","2013-03-27","22,00","Fakedaten_2013-04-30","Completed"
"nherr.sch@seiderswoytkowska.org","allgemeine Spende","2009-01-07","8,00","Fakedaten_2013-04-30","Completed"
"nherr.sch@seiderswoytkowska.org","allgemeine Spende","2008-10-10","142,00","Fakedaten_2013-04-30","Completed"
"nherr.sch@seiderswoytkowska.org","allgemeine Spende","2010-09-14","26,00","Fakedaten_2013-04-30","Completed"
"duma@keiner.de","allgemeine Spende","2011-01-05","122,00","Fakedaten_2013-04-30","Completed"
"duma@keiner.de","allgemeine Spende","2011-07-06","96,00","Fakedaten_2013-04-30","Completed"
"duma@keiner.de","allgemeine Spende","2012-02-16","40,00","Fakedaten_2013-04-30","Completed"
"duma@keiner.de","allgemeine Spende","2011-07-07","130,00","Fakedaten_2013-04-30","Completed"
"duma@keiner.de","allgemeine Spende","2008-08-03","94,00","Fakedaten_2013-04-30","Completed"
"duma@keiner.de","allgemeine Spende","2010-01-09","192,00","Fakedaten_2013-04-30","Completed"
"duma@keiner.de","allgemeine Spende","2009-10-26","36,00","Fakedaten_2013-04-30","Completed"
"duma@keiner.de","allgemeine Spende","2009-12-12","152,00","Fakedaten_2013-04-30","Completed"
"duma@keiner.de","allgemeine Spende","2009-08-03","24,00","Fakedaten_2013-04-30","Completed"
"duma@keiner.de","allgemeine Spende","2008-06-23","92,00","Fakedaten_2013-04-30","Completed"
"duma@keiner.de","allgemeine Spende","2011-03-16","22,00","Fakedaten_2013-04-30","Completed"
"duma@keiner.de","allgemeine Spende","2012-01-23","46,00","Fakedaten_2013-04-30","Completed"
"duma@keiner.de","allgemeine Spende","2012-05-06","30,00","Fakedaten_2013-04-30","Completed"
"duma@keiner.de","allgemeine Spende","2011-11-17","46,00","Fakedaten_2013-04-30","Completed"
"herschmann@pallentin.name","allgemeine Spende","2008-10-05","19000,00","Fakedaten_2013-04-30","Completed"
"buchrucker@goldkampkrohn.net","allgemeine Spende","2010-10-20","82,00","Fakedaten_2013-04-30","Completed"
"buchrucker@goldkampkrohn.net","allgemeine Spende","2010-01-16","116,00","Fakedaten_2013-04-30","Completed"
"buchrucker@goldkampkrohn.net","allgemeine Spende","2010-06-04","96,00","Fakedaten_2013-04-30","Completed"
"buchrucker@goldkampkrohn.net","allgemeine Spende","2009-08-06","186,00","Fakedaten_2013-04-30","Completed"
"buchrucker@goldkampkrohn.net","allgemeine Spende","2012-11-30","102,00","Fakedaten_2013-04-30","Completed"
"buchrucker@goldkampkrohn.net","allgemeine Spende","2009-06-16","166,00","Fakedaten_2013-04-30","Completed"
"buchrucker@goldkampkrohn.net","allgemeine Spende","2009-01-08","46,00","Fakedaten_2013-04-30","Completed"
"buchrucker@goldkampkrohn.net","allgemeine Spende","2012-03-25","26,00","Fakedaten_2013-04-30","Completed"
"buchrucker@goldkampkrohn.net","allgemeine Spende","2011-10-30","34,00","Fakedaten_2013-04-30","Completed"
"buchrucker@goldkampkrohn.net","allgemeine Spende","2011-07-06","128,00","Fakedaten_2013-04-30","Completed"
"buchrucker@goldkampkrohn.net","allgemeine Spende","2009-09-09","40,00","Fakedaten_2013-04-30","Completed"
"buchrucker@goldkampkrohn.net","allgemeine Spende","2009-11-03","40,00","Fakedaten_2013-04-30","Completed"
"buchrucker@goldkampkrohn.net","allgemeine Spende","2013-01-05","84,00","Fakedaten_2013-04-30","Completed"
"buchrucker@goldkampkrohn.net","allgemeine Spende","2011-08-21","172,00","Fakedaten_2013-04-30","Completed"
"buchrucker@goldkampkrohn.net","allgemeine Spende","2010-04-26","90,00","Fakedaten_2013-04-30","Completed"
"buchrucker@goldkampkrohn.net","allgemeine Spende","2012-01-04","156,00","Fakedaten_2013-04-30","Completed"
"buchrucker@goldkampkrohn.net","allgemeine Spende","2009-08-15","64,00","Fakedaten_2013-04-30","Completed"
"buchrucker@goldkampkrohn.net","allgemeine Spende","2011-03-30","160,00","Fakedaten_2013-04-30","Completed"
"buchrucker@goldkampkrohn.net","allgemeine Spende","2010-12-12","18,00","Fakedaten_2013-04-30","Completed"
"woytkowska@gehrig.org","allgemeine Spende","2010-11-27","136,00","Fakedaten_2013-04-30","Completed"
"woytkowska@gehrig.org","allgemeine Spende","2012-01-13","100,00","Fakedaten_2013-04-30","Completed"
"woytkowska@gehrig.org","allgemeine Spende","2010-08-11","4,00","Fakedaten_2013-04-30","Completed"
"woytkowska@gehrig.org","allgemeine Spende","2011-01-31","116,00","Fakedaten_2013-04-30","Completed"
"woytkowska@gehrig.org","allgemeine Spende","2010-05-31","40,00","Fakedaten_2013-04-30","Completed"
"woytkowska@gehrig.org","allgemeine Spende","2010-09-14","76,00","Fakedaten_2013-04-30","Completed"
"woytkowska@gehrig.org","allgemeine Spende","2012-12-12","88,00","Fakedaten_2013-04-30","Completed"
"woytkowska@gehrig.org","allgemeine Spende","2011-07-10","162,00","Fakedaten_2013-04-30","Completed"
"woytkowska@gehrig.org","allgemeine Spende","2011-05-09","30,00","Fakedaten_2013-04-30","Completed"
"woytkowska@gehrig.org","allgemeine Spende","2011-10-28","200,00","Fakedaten_2013-04-30","Completed"
"blume@zeklriediger.de","allgemeine Spende","2011-04-06","88,00","Fakedaten_2013-04-30","Completed"
"bultmann@rentzrapp.com","allgemeine Spende","2008-09-30","56,00","Fakedaten_2013-04-30","Completed"
"bultmann@rentzrapp.com","allgemeine Spende","2012-01-10","126,00","Fakedaten_2013-04-30","Completed"
"bultmann@rentzrapp.com","allgemeine Spende","2010-05-15","160,00","Fakedaten_2013-04-30","Completed"
"bultmann@rentzrapp.com","allgemeine Spende","2013-02-17","26,00","Fakedaten_2013-04-30","Completed"
"bultmann@rentzrapp.com","allgemeine Spende","2012-01-06","174,00","Fakedaten_2013-04-30","Completed"
"bultmann@rentzrapp.com","allgemeine Spende","2010-05-19","92,00","Fakedaten_2013-04-30","Completed"
"bultmann@rentzrapp.com","allgemeine Spende","2012-09-13","136,00","Fakedaten_2013-04-30","Completed"
"bultmann@rentzrapp.com","allgemeine Spende","2011-10-07","86,00","Fakedaten_2013-04-30","Completed"
"bultmann@rentzrapp.com","allgemeine Spende","2010-11-26","182,00","Fakedaten_2013-04-30","Completed"
"bultmann@rentzrapp.com","allgemeine Spende","2012-04-02","16,00","Fakedaten_2013-04-30","Completed"
"bultmann@rentzrapp.com","allgemeine Spende","2010-12-11","150,00","Fakedaten_2013-04-30","Completed"
"bultmann@rentzrapp.com","allgemeine Spende","2009-12-28","112,00","Fakedaten_2013-04-30","Completed"
"bultmann@rentzrapp.com","allgemeine Spende","2008-12-04","70,00","Fakedaten_2013-04-30","Completed"
"jacob@soboll.org","allgemeine Spende","2012-09-22","60,00","Fakedaten_2013-04-30","Completed"
"jacob@soboll.org","allgemeine Spende","2012-06-28","76,00","Fakedaten_2013-04-30","Completed"
"jacob@soboll.org","allgemeine Spende","2011-02-26","52,00","Fakedaten_2013-04-30","Completed"
"jacob@soboll.org","allgemeine Spende","2009-07-26","56,00","Fakedaten_2013-04-30","Completed"
"jacob@soboll.org","allgemeine Spende","2009-02-17","74,00","Fakedaten_2013-04-30","Completed"
"jacob@soboll.org","allgemeine Spende","2009-07-22","146,00","Fakedaten_2013-04-30","Completed"
"jacob@soboll.org","allgemeine Spende","2008-10-18","186,00","Fakedaten_2013-04-30","Completed"
"jacob@soboll.org","allgemeine Spende","2012-10-20","160,00","Fakedaten_2013-04-30","Completed"
"jacob@soboll.org","allgemeine Spende","2012-06-26","36,00","Fakedaten_2013-04-30","Completed"
"jacob@soboll.org","allgemeine Spende","2011-03-13","190,00","Fakedaten_2013-04-30","Completed"
"jacob@soboll.org","allgemeine Spende","2009-04-21","170,00","Fakedaten_2013-04-30","Completed"
"jacob@soboll.org","allgemeine Spende","2010-03-25","108,00","Fakedaten_2013-04-30","Completed"
"jacob@soboll.org","allgemeine Spende","2008-12-11","142,00","Fakedaten_2013-04-30","Completed"
"jacob@soboll.org","allgemeine Spende","2011-10-06","110,00","Fakedaten_2013-04-30","Completed"
"jacob@soboll.org","allgemeine Spende","2010-05-03","198,00","Fakedaten_2013-04-30","Completed"
"jacob@soboll.org","allgemeine Spende","2010-05-01","50,00","Fakedaten_2013-04-30","Completed"
"jacob@soboll.org","allgemeine Spende","2011-06-04","128,00","Fakedaten_2013-04-30","Completed"
"jacob@soboll.org","allgemeine Spende","2011-06-24","184,00","Fakedaten_2013-04-30","Completed"
"jacob@soboll.org","allgemeine Spende","2010-01-13","62,00","Fakedaten_2013-04-30","Completed"
"jacob@soboll.org","allgemeine Spende","2012-11-26","28,00","Fakedaten_2013-04-30","Completed"
"jacob@soboll.org","allgemeine Spende","2009-08-28","34,00","Fakedaten_2013-04-30","Completed"
"jacob@soboll.org","allgemeine Spende","2009-07-12","150,00","Fakedaten_2013-04-30","Completed"
"jacob@soboll.org","allgemeine Spende","2010-03-15","120,00","Fakedaten_2013-04-30","Completed"
"jacob@soboll.org","allgemeine Spende","2012-03-04","164,00","Fakedaten_2013-04-30","Completed"
"jacob@soboll.org","allgemeine Spende","2008-05-28","140,00","Fakedaten_2013-04-30","Completed"
"jacob@soboll.org","allgemeine Spende","2009-11-01","128,00","Fakedaten_2013-04-30","Completed"
"jacob@soboll.org","allgemeine Spende","2012-10-29","74,00","Fakedaten_2013-04-30","Completed"
"jacob@soboll.org","allgemeine Spende","2011-11-27","38,00","Fakedaten_2013-04-30","Completed"
"danner@heidlerherrmann.com","allgemeine Spende","2011-06-01","110,00","Fakedaten_2013-04-30","Completed"
"danner@heidlerherrmann.com","allgemeine Spende","2009-08-22","50,00","Fakedaten_2013-04-30","Completed"
"schirrmeister@mikitenko.com","allgemeine Spende","2010-01-28","74,00","Fakedaten_2013-04-30","Completed"
"schirrmeister@mikitenko.com","allgemeine Spende","2012-10-18","160,00","Fakedaten_2013-04-30","Completed"
"schirrmeister@mikitenko.com","allgemeine Spende","2008-09-03","82,00","Fakedaten_2013-04-30","Completed"
"schirrmeister@mikitenko.com","allgemeine Spende","2010-09-30","68,00","Fakedaten_2013-04-30","Completed"
"faller@eberhardtgehrke.name","allgemeine Spende","2011-03-12","56,00","Fakedaten_2013-04-30","Completed"
"faller@eberhardtgehrke.name","allgemeine Spende","2011-02-13","50,00","Fakedaten_2013-04-30","Completed"
"faller@eberhardtgehrke.name","allgemeine Spende","2009-04-03","30,00","Fakedaten_2013-04-30","Completed"
"faller@eberhardtgehrke.name","allgemeine Spende","2008-09-12","42,00","Fakedaten_2013-04-30","Completed"
"faller@eberhardtgehrke.name","allgemeine Spende","2011-06-14","124,00","Fakedaten_2013-04-30","Completed"
"faller@eberhardtgehrke.name","allgemeine Spende","2011-10-26","98,00","Fakedaten_2013-04-30","Completed"
"faller@eberhardtgehrke.name","allgemeine Spende","2009-03-14","96,00","Fakedaten_2013-04-30","Completed"
"faller@eberhardtgehrke.name","allgemeine Spende","2012-07-21","104,00","Fakedaten_2013-04-30","Completed"
"faller@eberhardtgehrke.name","allgemeine Spende","2010-03-26","106,00","Fakedaten_2013-04-30","Completed"
"faller@eberhardtgehrke.name","allgemeine Spende","2009-03-30","24,00","Fakedaten_2013-04-30","Completed"
"weber@bringmann.org","allgemeine Spende","2010-07-23","78,00","Fakedaten_2013-04-30","Completed"
"weber@bringmann.org","allgemeine Spende","2012-02-29","76,00","Fakedaten_2013-04-30","Completed"
"weber@bringmann.org","allgemeine Spende","2012-11-01","124,00","Fakedaten_2013-04-30","Completed"
"weber@bringmann.org","allgemeine Spende","2009-07-26","26,00","Fakedaten_2013-04-30","Completed"
"weber@bringmann.org","allgemeine Spende","2009-04-30","172,00","Fakedaten_2013-04-30","Completed"
"weber@bringmann.org","allgemeine Spende","2008-10-10","126,00","Fakedaten_2013-04-30","Completed"
"weber@bringmann.org","allgemeine Spende","2008-10-26","126,00","Fakedaten_2013-04-30","Completed"
"weber@bringmann.org","allgemeine Spende","2011-09-25","144,00","Fakedaten_2013-04-30","Completed"
"weber@bringmann.org","allgemeine Spende","2012-01-07","76,00","Fakedaten_2013-04-30","Completed"
"weber@bringmann.org","allgemeine Spende","2013-02-26","104,00","Fakedaten_2013-04-30","Completed"
"weber@bringmann.org","allgemeine Spende","2011-07-17","14,00","Fakedaten_2013-04-30","Completed"
"weber@bringmann.org","allgemeine Spende","2011-06-30","26,00","Fakedaten_2013-04-30","Completed"
"weber@bringmann.org","allgemeine Spende","2010-03-27","128,00","Fakedaten_2013-04-30","Completed"
"weber@bringmann.org","allgemeine Spende","2009-03-05","32,00","Fakedaten_2013-04-30","Completed"
"weber@bringmann.org","allgemeine Spende","2008-10-22","158,00","Fakedaten_2013-04-30","Completed"
"weber@bringmann.org","allgemeine Spende","2012-10-27","186,00","Fakedaten_2013-04-30","Completed"
"weber@bringmann.org","allgemeine Spende","2010-02-17","34,00","Fakedaten_2013-04-30","Completed"
"weber@bringmann.org","allgemeine Spende","2009-01-23","120,00","Fakedaten_2013-04-30","Completed"
"weber@bringmann.org","allgemeine Spende","2012-04-06","134,00","Fakedaten_2013-04-30","Completed"
"eisenlauer@lichtlbcker.com","allgemeine Spende","2012-02-01","136,00","Fakedaten_2013-04-30","Completed"
"eisenlauer@lichtlbcker.com","allgemeine Spende","2012-08-27","18,00","Fakedaten_2013-04-30","Completed"
"eisenlauer@lichtlbcker.com","allgemeine Spende","2012-10-23","192,00","Fakedaten_2013-04-30","Completed"
"eisenlauer@lichtlbcker.com","allgemeine Spende","2012-09-18","126,00","Fakedaten_2013-04-30","Completed"
"eisenlauer@lichtlbcker.com","allgemeine Spende","2009-01-11","162,00","Fakedaten_2013-04-30","Completed"
"eisenlauer@lichtlbcker.com","allgemeine Spende","2010-07-14","82,00","Fakedaten_2013-04-30","Completed"
"eisenlauer@lichtlbcker.com","allgemeine Spende","2012-10-08","194,00","Fakedaten_2013-04-30","Completed"
"eisenlauer@lichtlbcker.com","allgemeine Spende","2012-08-16","190,00","Fakedaten_2013-04-30","Completed"
"eisenlauer@lichtlbcker.com","allgemeine Spende","2008-10-26","154,00","Fakedaten_2013-04-30","Completed"
"heidler@leide.net","Anlassspende","2010-03-24","86300,00","Fakedaten_2013-04-30","Completed"
"holtfreter@nabein.org","allgemeine Spende","2010-09-30","56,00","Fakedaten_2013-04-30","Completed"
"holtfreter@nabein.org","allgemeine Spende","2011-02-16","102,00","Fakedaten_2013-04-30","Completed"
"holtfreter@nabein.org","allgemeine Spende","2012-08-11","82,00","Fakedaten_2013-04-30","Completed"
"holtfreter@nabein.org","allgemeine Spende","2011-03-02","172,00","Fakedaten_2013-04-30","Completed"
"holtfreter@nabein.org","allgemeine Spende","2008-11-14","58,00","Fakedaten_2013-04-30","Completed"
"holtfreter@nabein.org","allgemeine Spende","2012-02-26","198,00","Fakedaten_2013-04-30","Completed"
"holtfreter@nabein.org","allgemeine Spende","2013-02-20","140,00","Fakedaten_2013-04-30","Completed"
"holtfreter@nabein.org","allgemeine Spende","2011-04-02","178,00","Fakedaten_2013-04-30","Completed"
"holtfreter@nabein.org","allgemeine Spende","2009-07-22","88,00","Fakedaten_2013-04-30","Completed"
"holtfreter@nabein.org","allgemeine Spende","2012-09-15","150,00","Fakedaten_2013-04-30","Completed"
"holtfreter@nabein.org","allgemeine Spende","2009-07-11","44,00","Fakedaten_2013-04-30","Completed"
"holtfreter@nabein.org","allgemeine Spende","2009-02-04","108,00","Fakedaten_2013-04-30","Completed"
"holtfreter@nabein.org","allgemeine Spende","2011-03-22","28,00","Fakedaten_2013-04-30","Completed"
"holtfreter@nabein.org","allgemeine Spende","2010-01-30","158,00","Fakedaten_2013-04-30","Completed"
"holtfreter@nabein.org","allgemeine Spende","2013-03-15","16,00","Fakedaten_2013-04-30","Completed"
"holtfreter@nabein.org","allgemeine Spende","2008-11-16","194,00","Fakedaten_2013-04-30","Completed"
